Bold: Must-have,,"If you paste content from another (Excel) file:
Libreoffice: Edit ? Insert contents ? Choose Unformatted text, select separator accordingly!
1234567890123456789012345678900,,,,,,radiostation,studio,0,0,0,0,0,0,0,0,0,0,0,0,0,audio,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,television station,studio,0,0,0,0,0,0,0,0,0,0,0,0,0,video,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
Cafe „The Pub“,,,,,,squatted house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,0,0,0,yes,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,farmyard,0,0,0,0,0,,,,,,,,,,,,,,,,,1,,
Cafe 'the Pub',,,,,,Trailor Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,mobile_home,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,"caretaker house, guardian house, precarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,0,0,precarium,0,0,0,,,,,,,,,,,,,,,,,,,
"Cafe ""The Pub""",,,,,,empty  land,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,greenfield,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,empty house,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,vacant,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
,,,,,,empty lot,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,residential,0,0,0,yes,0,,,,,,,,,,,,,,,,,,,
,,,,,,Open WIFI Hotspot,0,0,0,0,0,0,0,0,0,0,0,0,0,public,0,0,0,0,0,0,0,wlan,,,,,,,,,,,,,,,,,,,
a12345678901234567890123456789012345678901234567890,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
Beispielgarten,DE,Musterstraße,42a,4711,Musterstadt,Community garden,0,0,0,0,0,0,0,0,0,garden,community,0,0,0,0,0,0,0,0,0,0,0,"This is the most exemplary garden ever, focusing on planting example plants.","De:Der Beispielgarten hat es sich zur Aufgabe gemacht, von jeder Pflanze ein Beispiel zu pflanzen",,https://www.mustergarten.de,garden@example.com,Yes,+49 4711 123456789-0,yes,Mo-Fr 16:00-48:00; Sa-So 14:00-17:00,only,,,,,,"47,11123456","11,47123456",,
INSELGRÜN,DE,Güterstraße,4,70372,Stuttgart,Community garden,0,0,0,0,0,0,0,0,0,garden,community,0,0,0,0,0,0,0,0,0,0,0,The Urban Gardening Project within the Kulturinsel Stuttgart on the costums office area in Bad Cannstatt,Das Urban Gardening Projekt im Rahmen der Kulturinsel Stauttgart auf dem Zollamt-Areal in Bad Cannstatt,,https://inselgruen.org,info@kulturinsel-stuttgart.de,Yes,+49 711 169 178 00,yes,,,,yes,,,,,,,
Bienenschutz Stuttgart,DE,Johannesstraße ,65,70176,Stuttgart,beekeeper ,0,0,0,beekeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Association of people who are enthusiastic about honey bees and beekeeping according to Demeter priciples.,"Zusammenschluss von Menschen, die sich für Honigbienen und wesensgemäßes Imkern begeistern",,http://www.bienenschutz-stuttgart.de,info@bienenschutz-stuttgart.de,Yes,49 711  46 99 28 41,yes,,yes,,only,,,,,,,
plattsalat,DE,Bismarckstr.,55/1,70197,Stuttgart,organic store,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,One association - three stores. The organic stores are run by a team and self-governed and self-determined by the members. ,Ein Verein - drei Läden. Alle Läden werden selbstverwaltet und selbstbestimmt durch die Mitglieder von einem Ladenteam betrieben,,http://www.plattsalat.de/,info@plattsalat.de,Yes,,,,only ,yes,yes,,,,,,,
Organischer Landbau in Bienenwerder,DE,Bienenwerder, 2b,15374,Müncheberg (Mark),farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,farmyard,0,0,0,0,0,The collective farm delivers to a  vegetable CSA and collectively operated organic shops.,Der Hof wird von einem Kollektiv betrieben und liefert an eine Gemüsegruppe sowie kollektiv betriebene Läden in Berlin ,,http://olib-ev.org/,bienenwerder@web.de,Yes,49 33432 747333,yes,,only,,only,,,,,,,
Bäckerei Weber GmbH,DE,Ringstr. ,48,71364,Winnenden,bakery,0,bakery,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A pioneer among the organic bakers.,Pionier unter den Bio-Bäckereien,,http://biobaeckerweber.de,info@biobaeckerweber.de,Yes,49 7195 61692,yes,"Mo-Fr :  6:30 - 18:00 Uhr, Sa : 6:00 - 13:00 Uhr",only,,yes,,,,,,,
o’pflanzt is!,DE,Emma-Ihrer-Straße Ecke Schwere-Reiter-Straße,,80637,München,Community garden,0,0,0,0,0,0,0,0,0,garden,community,0,0,0,0,0,0,0,0,0,0,0,"In this community garden the gardening priciples are permaculture, bio-dynamic und sustainability (re-using/up-cycling/re-cycling).","In dem Gemeinschaftsgarten wird nach permakulturellen, biologisch-dynamischen, nachhaltigen (re-using/up-cycling/re-cycling) Prinzipien gegärtnert.",,http://o-pflanzt-is.de,mitmachen@o-pflanzt-is.de,Yes,,,,only,,,,,,,,,
Genussgemeinschaft Städter und Bauern e.V.,DE,Holzstraße ,15b,80469,München,farmers market,marketplace,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"A platform for people who value family farming, traditional  craft-based food production and regional cuisine.","Eine Plattform für Menschen, die bäuerliche Landwirtschaft und traditionelles Lebensmittelhandwerk, und echte Regionalküche schätzen.",,http://www.genussgemeinschaft.de/,mail@johannes-bucej.de,Yes,49 89 50 88 51,yes,,yes,,yes,,,,,,,
Kartoffelkombinat,DE,Durasweg,3,81247,München,farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,farmyard,0,0,0,0,0,The aim of this CSA is to create a structure regional and seasonal food supplied that is common welfare-orientated. ," Ziel ist der Aufbau einer gemeinwohlorientierten Struktur für die regionale, saisonale Lebensmittelversorgung. Hierfür wurde eine Solawi gegründet.",,http://www.kartoffelkombinat.de,info@kartoffelkombinat.de,Yes,49 179 29 55 755,yes,,only,,only,,,,,,,
Waldgärtner,DE,Schrenkstr.,9,80339,München,farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,farmyard,0,0,0,0,0,The CSA with four pick-up stations offers 40 - 50 species of vegetable and 40 -5 0 varieties of tomatos. ,Die Solawi mit 4 Abholstationen bietet  40-50 Gemüsearten und 40-50 Tomatensorten an,,http://waldgaertner.de,info(at)waldgaertner.de,Yes,49 89 51099831,yes,,only,,only,,,,,,,
Bioland-Imkerei Berg & Blüte,DE,Rambaldistraße,27,81929,München,beekeeper ,0,0,0,beekeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Organic Beekeeping (Bioland) with 50 bee colonies. They also offer courses for urban beekeeping.,"Bioland-Imkerei mit 50 Bienenvölkern, die auch Kurse für das Imkern in der Stadt anbietet.",,http://www.bergundbluete.de,info@bergundbluete.de,Yes,49 89 95927590,yes,,only,,yes,,,,,,,
Hofgemeinschaft Oldendorf,DE,Oldendorfer Landstraße ,24,27729,Holste,farm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,farmyard,0,0,0,0,0,"The farm community includes the Gärtnerhof Oldendorf, a gardening farm, which cultivates 80 different spicies of fruits, vegetables and herbs, and the sophienhof with animal husbandry and bakery","Die Hofgemeinschaft umfasst den Gärtnerhof Oldendorf, der 80 verschiedene Obst-, Kräuter- und Gemüsearten anbaut, sowie den Sophienhof mit Tierhaltung und Bäckerei",,http://www.gaertnerhof-oldendorf.de,post@hofgemeinschaft-oldendorf.de,Yes,49 4748 931638,yes,,only,,only,,,,,,,
Ab geht die Lucie!,DE,Lucie-Flechtmann-Platz,,28199,Bremen,Community garden,0,0,0,0,0,0,0,0,0,garden,community,0,0,0,0,0,0,0,0,0,0,0,On a concrete lot a self-organized garden with raised beds was created. ,Auf einer Betonbracheist ein selbstorganisierter Garten mit Hochbeeten entstanden.,,http://ab-geht-die-lucie.blogspot.de,mail@lucie-bremen.de,Yes,,,"Planung Mo : 18:30 Uhr, Gärtnern - Gießen - Genießen Di. + Do. 18 Uhr, So. 16 Uhr",yes,,yes,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
,,,,,,,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,#NV,,,,,,,,,,,,,,,,,,,
